cell_id,latitude,longitude,solar_score,specific_yield_kwh_kwp,reference_yield_800w_kwh,reference_energy_value_eur,sample_bucket,sample_grid_m,pvgis_version
CRS3035RES100mN3097600E4097800,50.9466229,6.8236814,71,760.5,608.4,144.79,E4097000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097600E4098700,50.9469734,6.8364774,71,760.5,608.4,144.79,E4098000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097600E4117700,50.9540422,7.1066547,41,712.5,570.0,135.65,E4117000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097900E4107600,50.9530571,6.9628485,60,745.8,596.7,142.01,E4107000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3098100E4120200,50.9594160,7.1419335,40,711.3,569.0,135.42,E4120000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098400E4102100,50.9554685,6.8843373,67,753.6,602.9,143.49,E4102000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098400E4120300,50.9621455,7.1431901,40,711.3,569.0,135.42,E4120000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098500E4120300,50.9630436,7.1431348,40,711.3,569.0,135.42,E4120000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098700E4106200,50.9597171,6.9424668,56,743.4,594.7,141.54,E4106000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098700E4112100,50.9619029,7.0263830,49,729.9,583.9,138.96,E4112000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098800E4105100,50.9602009,6.9267628,57,743.4,594.7,141.54,E4105000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098800E4117600,50.9647839,7.1045605,41,712.7,570.1,135.69,E4117000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3099000E4115000,50.9656492,7.0674624,43,717.3,573.8,136.57,E4115000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099200E4094800,50.9598111,6.7800332,76,767.3,613.8,146.09,E4094000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099200E4101200,50.9623070,6.8710545,67,754.2,603.3,143.6,E4101000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099300E4095600,50.9610249,6.7913483,76,767.3,613.9,146.1,E4095000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099300E4098700,50.9622385,6.8354370,74,763.8,611.1,145.43,E4098000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099400E4098700,50.9631365,6.8353758,74,763.8,611.1,145.43,E4098000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099400E4098800,50.9631753,6.8367981,74,763.8,611.1,145.43,E4098000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099500E4099100,50.9641898,6.8410038,74,763.8,611.0,145.43,E4099000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099600E4106600,50.9679493,6.9476243,57,743.6,594.9,141.58,E4106000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099800E4114400,50.9726174,7.0584720,43,717.4,573.9,136.59,E4114000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099900E4098400,50.9675094,6.8308024,74,763.8,611.1,145.43,E4098000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099900E4103500,50.9694724,6.9033480,57,743.7,594.9,141.59,E4103000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099900E4116100,50.9741273,7.0826021,43,716.4,573.1,136.41,E4116000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3100000E4098700,50.9685241,6.8350084,75,764.0,611.2,145.47,E4098000N3100000,1000,PVGIS 5.3
CRS3035RES100mN3100000E4103500,50.9703704,6.9032881,57,743.9,595.1,141.64,E4103000N3100000,1000,PVGIS 5.3
CRS3035RES100mN3100100E4099000,50.9695386,6.8392145,75,764.0,611.2,145.46,E4099000N3100000,1000,PVGIS 5.3
CRS3035RES100mN3100100E4112900,50.9747675,7.0369594,49,730.2,584.2,139.04,E4112000N3100000,1000,PVGIS 5.3
CRS3035RES100mN3100200E4103500,50.9721664,6.9031682,57,743.9,595.1,141.64,E4103000N3100000,1000,PVGIS 5.3
CRS3035RES100mN3100300E4098400,50.9711012,6.8305571,75,764.0,611.2,145.47,E4098000N3100000,1000,PVGIS 5.3
CRS3035RES100mN3100300E4112800,50.9765272,7.0354219,49,730.2,584.2,139.04,E4112000N3100000,1000,PVGIS 5.3
CRS3035RES100mN3100600E4094700,50.9723423,6.7777383,76,767.6,614.1,146.15,E4094000N3100000,1000,PVGIS 5.3
CRS3035RES100mN3100600E4113600,50.9795122,7.0466331,49,730.3,584.2,139.04,E4113000N3100000,1000,PVGIS 5.3
CRS3035RES100mN3100700E4106500,50.9777899,6.9455517,57,743.9,595.1,141.63,E4106000N3100000,1000,PVGIS 5.3
CRS3035RES100mN3100800E4119200,50.9833131,7.1262087,42,713.1,570.5,135.77,E4119000N3100000,1000,PVGIS 5.3
CRS3035RES100mN3101000E4100500,50.9782008,6.8600050,67,754.4,603.5,143.64,E4100000N3101000,1000,PVGIS 5.3
CRS3035RES100mN3101300E4112900,50.9855442,7.0362711,50,730.5,584.4,139.09,E4112000N3101000,1000,PVGIS 5.3
CRS3035RES100mN3101300E4120600,50.9882963,7.1458558,40,711.9,569.5,135.54,E4120000N3101000,1000,PVGIS 5.3
CRS3035RES100mN3101400E4107500,50.9844504,6.9593678,54,736.4,589.1,140.21,E4107000N3101000,1000,PVGIS 5.3
CRS3035RES100mN3101400E4111200,50.9858207,7.0120208,50,730.5,584.4,139.08,E4111000N3101000,1000,PVGIS 5.3
CRS3035RES100mN3101400E4116500,50.9877419,7.0874476,44,718.1,574.5,136.72,E4116000N3101000,1000,PVGIS 5.3
CRS3035RES100mN3101600E4117300,50.9898238,7.0987209,42,713.3,570.6,135.81,E4117000N3101000,1000,PVGIS 5.3
CRS3035RES100mN3101700E4094900,50.9822984,6.7798979,76,767.8,614.2,146.18,E4094000N3101000,1000,PVGIS 5.3
CRS3035RES100mN3101700E4112800,50.9891000,7.0346183,50,730.5,584.4,139.09,E4112000N3101000,1000,PVGIS 5.3
CRS3035RES100mN3101700E4119600,50.9915372,7.1314012,42,713.3,570.6,135.81,E4119000N3101000,1000,PVGIS 5.3
CRS3035RES100mN3101800E4116300,50.9912626,7.0843754,44,718.1,574.5,136.72,E4116000N3101000,1000,PVGIS 5.3
CRS3035RES100mN3101900E4112900,50.9909326,7.0359267,50,730.5,584.4,139.09,E4112000N3101000,1000,PVGIS 5.3
CRS3035RES100mN3101900E4116500,50.9922323,7.0871656,44,718.1,574.5,136.72,E4116000N3101000,1000,PVGIS 5.3
CRS3035RES100mN3102000E4095000,50.9850317,6.7811337,76,768.0,614.4,146.23,E4095000N3102000,1000,PVGIS 5.3
CRS3035RES100mN3102000E4095100,50.9850712,6.7825566,76,768.0,614.4,146.23,E4095000N3102000,1000,PVGIS 5.3
CRS3035RES100mN3102000E4112500,50.9916848,7.0301762,50,730.7,584.6,139.13,E4112000N3102000,1000,PVGIS 5.3
CRS3035RES100mN3102200E4112400,50.9934444,7.0286378,50,730.7,584.6,139.13,E4112000N3102000,1000,PVGIS 5.3
CRS3035RES100mN3102200E4116700,50.9949981,7.0898432,44,718.2,574.6,136.75,E4116000N3102000,1000,PVGIS 5.3
CRS3035RES100mN3102300E4113100,50.9945976,7.0385439,50,730.7,584.6,139.13,E4113000N3102000,1000,PVGIS 5.3
CRS3035RES100mN3102400E4104500,50.9923017,6.9160812,58,744.4,595.5,141.74,E4104000N3102000,1000,PVGIS 5.3
CRS3035RES100mN3102400E4119100,50.9976475,7.1238946,42,713.5,570.8,135.85,E4119000N3102000,1000,PVGIS 5.3
CRS3035RES100mN3102500E4104600,50.9932376,6.9174447,58,744.4,595.5,141.74,E4104000N3102000,1000,PVGIS 5.3
CRS3035RES100mN3102600E4101400,50.9929147,6.8718410,67,755.0,604.0,143.74,E4101000N3102000,1000,PVGIS 5.3
CRS3035RES100mN3102800E4096900,50.9929633,6.8076749,75,764.6,611.6,145.57,E4096000N3102000,1000,PVGIS 5.3
CRS3035RES100mN3102900E4096900,50.9938612,6.8076131,75,764.6,611.6,145.57,E4096000N3102000,1000,PVGIS 5.3
CRS3035RES100mN3103100E4101100,50.9972891,6.8672681,67,755.1,604.1,143.77,E4101000N3103000,1000,PVGIS 5.3
CRS3035RES100mN3103100E4113300,51.0018548,7.0409321,45,721.6,577.3,137.39,E4113000N3103000,1000,PVGIS 5.3
CRS3035RES100mN3103300E4096600,50.9973351,6.8030959,75,764.7,611.8,145.6,E4096000N3103000,1000,PVGIS 5.3
CRS3035RES100mN3103300E4097600,50.9977270,6.8173290,75,764.8,611.8,145.61,E4097000N3103000,1000,PVGIS 5.3
CRS3035RES100mN3103300E4101400,50.9992004,6.8714169,67,755.1,604.1,143.77,E4101000N3103000,1000,PVGIS 5.3
CRS3035RES100mN3103300E4108500,51.0018855,6.9724843,48,728.4,582.7,138.68,E4108000N3103000,1000,PVGIS 5.3
CRS3035RES100mN3103600E4101600,51.0019711,6.8740821,67,755.1,604.1,143.77,E4101000N3103000,1000,PVGIS 5.3
CRS3035RES100mN3103700E4097500,51.0012796,6.8156590,75,764.8,611.8,145.61,E4097000N3103000,1000,PVGIS 5.3
CRS3035RES100mN3103900E4097400,51.0030363,6.8141121,75,764.8,611.8,145.61,E4097000N3103000,1000,PVGIS 5.3
CRS3035RES100mN3104000E4095800,51.0033057,6.7912745,77,769.2,615.4,146.46,E4095000N3104000,1000,PVGIS 5.3
CRS3035RES100mN3104100E4103100,51.0070351,6.8951340,61,746.0,596.8,142.03,E4103000N3104000,1000,PVGIS 5.3
CRS3035RES100mN3104100E4116300,51.0119185,7.0830761,41,712.7,570.1,135.69,E4116000N3104000,1000,PVGIS 5.3
CRS3035RES100mN3104300E4103900,51.0091357,6.9064035,61,746.0,596.8,142.03,E4103000N3104000,1000,PVGIS 5.3
CRS3035RES100mN3104400E4097500,51.0075651,6.8152271,72,760.9,608.7,144.88,E4097000N3104000,1000,PVGIS 5.3
CRS3035RES100mN3104500E4097400,51.0084239,6.8137418,72,760.9,608.7,144.88,E4097000N3104000,1000,PVGIS 5.3
CRS3035RES100mN3104500E4118900,51.0164369,7.1198759,39,709.0,567.2,134.99,E4118000N3104000,1000,PVGIS 5.3
CRS3035RES100mN3104600E4097100,51.0092043,6.8094090,72,760.9,608.7,144.88,E4097000N3104000,1000,PVGIS 5.3
CRS3035RES100mN3104600E4097400,51.0093218,6.8136800,72,760.9,608.7,144.88,E4097000N3104000,1000,PVGIS 5.3
CRS3035RES100mN3104600E4103300,51.0116012,6.8976808,61,746.0,596.8,142.03,E4103000N3104000,1000,PVGIS 5.3
CRS3035RES100mN3104700E4116200,51.0172712,7.0813128,41,712.7,570.1,135.69,E4116000N3104000,1000,PVGIS 5.3
CRS3035RES100mN3104700E4118100,51.0179494,7.1083711,39,709.0,567.2,134.99,E4118000N3104000,1000,PVGIS 5.3
CRS3035RES100mN3104800E4116300,51.0182051,7.0826803,41,712.7,570.1,135.69,E4116000N3104000,1000,PVGIS 5.3
CRS3035RES100mN3104900E4103100,51.0142189,6.8946527,61,746.0,596.8,142.03,E4103000N3104000,1000,PVGIS 5.3
CRS3035RES100mN3104900E4117500,51.0195321,7.0997138,37,705.4,564.3,134.31,E4117000N3104000,1000,PVGIS 5.3
CRS3035RES100mN3105000E4104800,51.0157630,6.9187993,61,746.2,596.9,142.07,E4104000N3105000,1000,PVGIS 5.3
CRS3035RES100mN3105100E4104100,51.0163955,6.9087718,61,746.2,596.9,142.07,E4104000N3105000,1000,PVGIS 5.3
CRS3035RES100mN3105200E4099900,51.0156827,6.8489063,72,761.1,608.9,144.92,E4099000N3105000,1000,PVGIS 5.3
CRS3035RES100mN3105200E4100000,51.0157215,6.8503302,66,752.6,602.1,143.3,E4100000N3105000,1000,PVGIS 5.3
CRS3035RES100mN3105600E4118500,51.0261743,7.1135641,39,709.2,567.4,135.03,E4118000N3105000,1000,PVGIS 5.3
CRS3035RES100mN3105700E4113300,51.0252043,7.0394408,45,722.1,577.7,137.49,E4113000N3105000,1000,PVGIS 5.3
CRS3035RES100mN3105800E4097800,51.0202533,6.8186350,72,761.2,609.0,144.94,E4097000N3105000,1000,PVGIS 5.3
CRS3035RES100mN3106300E4098300,51.0249382,6.8254475,72,761.4,609.1,144.96,E4098000N3106000,1000,PVGIS 5.3
CRS3035RES100mN3106400E4097400,51.0254844,6.8125683,72,761.1,608.9,144.92,E4097000N3106000,1000,PVGIS 5.3
CRS3035RES100mN3106600E4097600,51.0273585,6.8152932,72,761.1,608.9,144.92,E4097000N3106000,1000,PVGIS 5.3
CRS3035RES100mN3106600E4110000,51.0320765,6.9919146,48,729.4,583.5,138.88,E4110000N3106000,1000,PVGIS 5.3
CRS3035RES100mN3106700E4108700,51.0324925,6.9733376,48,729.2,583.4,138.84,E4108000N3106000,1000,PVGIS 5.3
CRS3035RES100mN3107000E4115300,51.0376032,7.0671884,42,713.4,570.7,135.84,E4115000N3107000,1000,PVGIS 5.3
CRS3035RES100mN3107200E4118400,51.0405083,7.1112436,39,710.2,568.2,135.22,E4118000N3107000,1000,PVGIS 5.3
CRS3035RES100mN3107700E4105900,51.0404241,6.9328577,61,746.9,597.5,142.21,E4105000N3107000,1000,PVGIS 5.3
CRS3035RES100mN3107800E4114500,51.0444988,7.0553339,42,713.4,570.7,135.83,E4114000N3107000,1000,PVGIS 5.3
CRS3035RES100mN3108300E4099600,51.0434025,6.8427376,73,761.6,609.3,145.01,E4099000N3108000,1000,PVGIS 5.3
CRS3035RES100mN3108300E4099800,51.0434801,6.8455871,73,761.6,609.3,145.01,E4099000N3108000,1000,PVGIS 5.3
CRS3035RES100mN3108500E4106900,51.0479841,6.9466312,61,747.2,597.7,142.26,E4106000N3108000,1000,PVGIS 5.3
CRS3035RES100mN3108600E4106600,51.0487695,6.9422970,61,747.2,597.7,142.26,E4106000N3108000,1000,PVGIS 5.3
CRS3035RES100mN3108600E4114900,51.0518279,7.0605774,42,713.6,570.9,135.87,E4114000N3108000,1000,PVGIS 5.3
CRS3035RES100mN3108600E4115100,51.0519001,7.0634277,38,707.2,565.7,134.65,E4115000N3108000,1000,PVGIS 5.3
CRS3035RES100mN3108700E4110800,51.0512302,7.0020898,49,729.9,583.9,138.97,E4110000N3108000,1000,PVGIS 5.3
CRS3035RES100mN3108800E4115400,51.0538044,7.0675894,38,707.2,565.7,134.65,E4115000N3108000,1000,PVGIS 5.3
CRS3035RES100mN3109200E4115500,51.0574327,7.0687871,38,707.3,565.9,134.67,E4115000N3109000,1000,PVGIS 5.3
CRS3035RES100mN3109400E4110700,51.0574795,7.0002573,50,731.2,585.0,139.22,E4110000N3109000,1000,PVGIS 5.3
CRS3035RES100mN3109400E4110800,51.0575164,7.0016826,50,731.2,585.0,139.22,E4110000N3109000,1000,PVGIS 5.3
CRS3035RES100mN3109500E4112700,51.0591114,7.0287057,46,723.9,579.1,137.82,E4112000N3109000,1000,PVGIS 5.3
CRS3035RES100mN3109500E4113900,51.0595483,7.0458101,46,723.9,579.1,137.82,E4113000N3109000,1000,PVGIS 5.3
CRS3035RES100mN3110400E4097900,51.0615967,6.8172207,64,750.9,600.7,142.97,E4097000N3110000,1000,PVGIS 5.3
CRS3035RES100mN3110600E4104600,51.0659739,6.9125999,55,739.9,591.9,140.88,E4104000N3110000,1000,PVGIS 5.3
CRS3035RES100mN3110700E4114600,51.0705786,7.0551019,38,706.1,564.9,134.44,E4114000N3110000,1000,PVGIS 5.3
CRS3035RES100mN3110800E4101200,51.0664696,6.8640128,58,744.5,595.6,141.75,E4101000N3110000,1000,PVGIS 5.3
CRS3035RES100mN3111100E4111100,51.0728933,7.0049703,47,724.2,579.4,137.89,E4111000N3111000,1000,PVGIS 5.3
CRS3035RES100mN3111300E4110100,51.0743203,6.9905959,51,731.7,585.3,139.31,E4110000N3111000,1000,PVGIS 5.3
CRS3035RES100mN3111400E4097100,51.0702622,6.8051984,64,751.1,600.8,143.0,E4097000N3111000,1000,PVGIS 5.3
CRS3035RES100mN3112500E4095400,51.0794690,6.7802769,68,757.7,606.1,144.26,E4095000N3112000,1000,PVGIS 5.3
CRS3035RES100mN3112500E4109300,51.0848000,6.9784856,51,731.9,585.5,139.36,E4109000N3112000,1000,PVGIS 5.3
CRS3035RES100mN3112900E4104200,51.0864752,6.9055163,56,740.4,592.4,140.98,E4104000N3112000,1000,PVGIS 5.3
CRS3035RES100mN3113000E4095100,51.0838396,6.7756864,68,757.8,606.2,144.29,E4095000N3113000,1000,PVGIS 5.3
CRS3035RES100mN3113000E4104200,51.0873731,6.9054562,56,740.5,592.4,140.99,E4104000N3113000,1000,PVGIS 5.3
CRS3035RES100mN3084500E4104100,50.8314072,6.9210522,76,767.2,613.7,146.07,E4104000N3084000,1000,PVGIS 5.3
CRS3035RES100mN3084600E4112200,50.8353107,7.0358859,70,759.4,607.6,144.6,E4112000N3084000,1000,PVGIS 5.3
CRS3035RES100mN3084700E4105800,50.8338435,6.9450463,76,767.2,613.8,146.08,E4105000N3084000,1000,PVGIS 5.3
CRS3035RES100mN3085400E4094800,50.8358971,6.7886009,69,758.6,606.9,144.45,E4094000N3085000,1000,PVGIS 5.3
CRS3035RES100mN3086000E4110100,50.8471155,7.0052897,70,759.9,607.9,144.68,E4110000N3086000,1000,PVGIS 5.3
CRS3035RES100mN3086100E4094500,50.8420643,6.7839120,69,758.8,607.1,144.48,E4094000N3086000,1000,PVGIS 5.3
CRS3035RES100mN3086200E4110300,50.8489852,7.0080120,70,759.9,607.9,144.68,E4110000N3086000,1000,PVGIS 5.3
CRS3035RES100mN3086400E4102400,50.8478240,6.8958047,77,768.9,615.1,146.4,E4102000N3086000,1000,PVGIS 5.3
CRS3035RES100mN3086400E4110500,50.8508548,7.0107346,70,759.9,607.9,144.68,E4110000N3086000,1000,PVGIS 5.3
CRS3035RES100mN3086700E4093900,50.8472146,6.7750278,69,758.7,607.0,144.46,E4093000N3086000,1000,PVGIS 5.3
CRS3035RES100mN3086700E4107800,50.8525514,6.9722480,62,747.5,598.0,142.31,E4107000N3086000,1000,PVGIS 5.3
CRS3035RES100mN3086800E4093800,50.8480729,6.7735469,69,758.7,607.0,144.46,E4093000N3086000,1000,PVGIS 5.3
CRS3035RES100mN3087100E4104700,50.8549824,6.9280232,65,751.8,601.5,143.15,E4104000N3087000,1000,PVGIS 5.3
CRS3035RES100mN3087900E4117400,50.8668183,7.1078120,55,738.9,591.1,140.68,E4117000N3087000,1000,PVGIS 5.3
CRS3035RES100mN3088400E4106800,50.8674454,6.9570607,62,747.9,598.3,142.4,E4106000N3088000,1000,PVGIS 5.3
CRS3035RES100mN3088600E4099900,50.8666212,6.8590032,73,761.6,609.2,145.0,E4099000N3088000,1000,PVGIS 5.3
CRS3035RES100mN3089200E4109900,50.8757801,7.0006015,62,748.0,598.4,142.43,E4109000N3089000,1000,PVGIS 5.3
CRS3035RES100mN3089300E4108700,50.8762348,6.9835068,62,748.0,598.4,142.41,E4108000N3089000,1000,PVGIS 5.3
CRS3035RES100mN3089300E4111400,50.8772288,7.0218402,60,745.8,596.6,141.99,E4111000N3089000,1000,PVGIS 5.3
CRS3035RES100mN3089800E4115100,50.8830607,7.0740912,53,734.2,587.4,139.79,E4115000N3089000,1000,PVGIS 5.3
CRS3035RES100mN3090400E4101900,50.8835531,6.8863094,72,761.4,609.1,144.96,E4101000N3090000,1000,PVGIS 5.3
CRS3035RES100mN3090700E4110100,50.8893246,7.0025735,61,746.0,596.8,142.05,E4110000N3090000,1000,PVGIS 5.3
CRS3035RES100mN3090800E4114500,50.8918258,7.0650049,53,734.3,587.5,139.82,E4114000N3090000,1000,PVGIS 5.3
CRS3035RES100mN3090900E4114500,50.8927239,7.0649482,53,734.3,587.5,139.82,E4114000N3090000,1000,PVGIS 5.3
CRS3035RES100mN3091100E4102800,50.8901826,6.8986695,73,762.3,609.8,145.14,E4102000N3091000,1000,PVGIS 5.3
CRS3035RES100mN3091900E4098200,50.8955956,6.8328584,72,761.0,608.8,144.89,E4098000N3091000,1000,PVGIS 5.3
CRS3035RES100mN3091900E4120500,50.9038369,7.1496184,46,722.8,578.2,137.62,E4120000N3091000,1000,PVGIS 5.3
CRS3035RES100mN3092500E4096400,50.9002803,6.8069251,69,758.6,606.9,144.45,E4096000N3092000,1000,PVGIS 5.3
CRS3035RES100mN3092600E4106800,50.9051628,6.9545931,63,748.7,598.9,142.55,E4106000N3092000,1000,PVGIS 5.3
CRS3035RES100mN3093200E4109500,50.9115548,6.9926013,59,744.9,595.9,141.82,E4109000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3093400E4115700,50.9156078,7.0805826,51,732.0,585.6,139.37,E4115000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3093800E4096500,50.9119927,6.8075440,69,758.7,607.0,144.46,E4096000N3093000,1000,PVGIS 5.3
CRS3035RES100mN3095800E4103900,50.9328067,6.9114881,63,749.3,599.4,142.66,E4103000N3095000,1000,PVGIS 5.3
CRS3035RES100mN3096100E4102500,50.9349678,6.8914084,72,761.3,609.1,144.96,E4102000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096200E4094400,50.9327154,6.7762153,73,762.3,609.8,145.14,E4094000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096300E4099700,50.9356877,6.8514868,71,760.2,608.2,144.75,E4099000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096300E4102100,50.9366109,6.8856022,72,761.3,609.1,144.96,E4102000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096300E4116000,50.9417602,7.0832113,51,731.7,585.4,139.32,E4116000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3096400E4097700,50.9358086,6.8229968,71,760.3,608.2,144.75,E4097000N3096000,1000,PVGIS 5.3
CRS3035RES100mN3097100E4116500,50.9491239,7.0898701,43,716.9,573.5,136.5,E4116000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097300E4101200,50.9452456,6.8722041,69,758.9,607.1,144.49,E4101000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097400E4098100,50.9449440,6.8280694,71,760.5,608.4,144.79,E4098000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097400E4117200,50.9520680,7.0996560,41,712.5,570.0,135.65,E4117000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097500E4119600,50.9538163,7.1337320,41,712.4,570.0,135.65,E4119000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097600E4119400,50.9546439,7.1308321,41,712.4,570.0,135.65,E4119000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097700E4097600,50.9474428,6.8207764,71,760.5,608.4,144.79,E4097000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097700E4121000,50.9561038,7.1535328,42,713.4,570.7,135.84,E4121000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097800E4119200,50.9563696,7.1278766,41,712.4,570.0,135.65,E4119000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3097900E4117700,50.9567365,7.1064868,41,712.5,570.0,135.65,E4117000N3097000,1000,PVGIS 5.3
CRS3035RES100mN3098000E4118000,50.9577412,7.1106977,41,712.7,570.1,135.69,E4118000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098300E4118400,50.9605773,7.1162196,41,712.7,570.1,135.69,E4118000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098400E4118100,50.9613691,7.1118966,41,712.7,570.1,135.69,E4118000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3098500E4101400,50.9560981,6.8743223,67,753.7,603.0,143.51,E4101000N3098000,1000,PVGIS 5.3
CRS3035RES100mN3099000E4113600,50.9651431,7.0475475,49,730.1,584.0,139.0,E4113000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099200E4098800,50.9613794,6.8369205,74,763.8,611.1,145.43,E4098000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099200E4103300,50.9631104,6.9009228,57,743.7,594.9,141.59,E4103000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099600E4095400,50.9636398,6.7883175,76,767.3,613.9,146.1,E4095000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3099700E4094800,50.9643007,6.7797217,76,767.3,613.8,146.09,E4094000N3099000,1000,PVGIS 5.3
CRS3035RES100mN3100300E4106300,50.9741228,6.9429428,57,743.9,595.1,141.63,E4106000N3100000,1000,PVGIS 5.3
CRS3035RES100mN3100600E4116200,50.9804498,7.0836298,44,717.8,574.2,136.67,E4116000N3100000,1000,PVGIS 5.3
CRS3035RES100mN3100600E4122000,50.9824986,7.1661657,37,705.8,564.6,134.38,E4122000N3100000,1000,PVGIS 5.3
CRS3035RES100mN3101100E4120600,50.9865000,7.1459663,40,711.9,569.5,135.54,E4120000N3101000,1000,PVGIS 5.3
CRS3035RES100mN3101400E4121500,50.9895093,7.1586102,43,715.6,572.5,136.25,E4121000N3101000,1000,PVGIS 5.3
CRS3035RES100mN3101600E4100500,50.9835885,6.8596403,67,754.4,603.5,143.64,E4100000N3101000,1000,PVGIS 5.3
CRS3035RES100mN3101800E4117200,50.9915843,7.0971852,42,713.3,570.6,135.81,E4117000N3101000,1000,PVGIS 5.3
CRS3035RES100mN3102000E4120100,50.9944075,7.1383517,37,706.1,564.9,134.44,E4120000N3102000,1000,PVGIS 5.3
CRS3035RES100mN3102200E4116500,50.9949266,7.0869964,44,718.2,574.6,136.75,E4116000N3102000,1000,PVGIS 5.3
CRS3035RES100mN3102300E4116400,50.9957889,7.0855165,44,718.2,574.6,136.75,E4116000N3102000,1000,PVGIS 5.3
CRS3035RES100mN3102300E4119700,50.9969611,7.1324913,42,713.5,570.8,135.85,E4119000N3102000,1000,PVGIS 5.3
CRS3035RES100mN3102900E4096500,50.9937042,6.8019203,75,764.6,611.6,145.57,E4096000N3102000,1000,PVGIS 5.3
CRS3035RES100mN3103000E4119600,51.0032126,7.1306788,39,708.3,566.7,134.87,E4119000N3103000,1000,PVGIS 5.3
CRS3035RES100mN3103300E4097200,50.9975705,6.8116357,75,764.8,611.8,145.61,E4097000N3103000,1000,PVGIS 5.3
CRS3035RES100mN3103500E4097200,50.9993663,6.8115122,75,764.8,611.8,145.61,E4097000N3103000,1000,PVGIS 5.3
CRS3035RES100mN3103600E4116000,51.0073205,7.0790872,41,712.5,570.0,135.66,E4116000N3103000,1000,PVGIS 5.3
CRS3035RES100mN3103700E4096300,51.0008089,6.7985780,75,764.7,611.8,145.6,E4096000N3103000,1000,PVGIS 5.3
CRS3035RES100mN3103700E4102600,51.0032523,6.8882569,65,752.0,601.6,143.18,E4102000N3103000,1000,PVGIS 5.3
CRS3035RES100mN3103800E4102400,51.0040737,6.8853494,65,752.0,601.6,143.18,E4102000N3103000,1000,PVGIS 5.3
CRS3035RES100mN3103900E4119200,51.0111544,7.1244826,39,708.3,566.7,134.87,E4119000N3103000,1000,PVGIS 5.3
CRS3035RES100mN3104000E4116400,51.0110563,7.0845565,41,712.7,570.1,135.69,E4116000N3104000,1000,PVGIS 5.3
CRS3035RES100mN3104100E4116800,51.0120975,7.0901958,41,712.7,570.1,135.69,E4116000N3104000,1000,PVGIS 5.3
CRS3035RES100mN3104200E4095800,51.0051015,6.7911502,77,769.2,615.4,146.46,E4095000N3104000,1000,PVGIS 5.3
CRS3035RES100mN3105000E4100600,51.0141575,6.8589954,66,752.6,602.1,143.3,E4100000N3105000,1000,PVGIS 5.3
CRS3035RES100mN3105100E4099700,51.0147073,6.8461196,72,761.1,608.9,144.92,E4099000N3105000,1000,PVGIS 5.3
CRS3035RES100mN3105200E4116600,51.0219049,7.0867269,41,712.7,570.2,135.71,E4116000N3105000,1000,PVGIS 5.3
